ID,Size Input,Knuth's BST,Bisection heuristic BST,Perfectly Balanced BST
74,74,1811690,1849203,1936202
75,75,1965051,2048435,2161243
76,76,1822199,1879585,2012190
77,77,1698090,1751191,1857646
78,78,1893894,1964174,2120452
79,79,1943072,2016799,2188288
80,80,1990084,2056997,2195550
81,81,2080254,2191859,2276627
82,82,2386568,2433912,2545153
83,83,2138450,2200060,2292020
84,84,2248077,2314488,2493397
85,85,2062737,2180131,2328630
86,86,2259054,2302123,2457254
87,87,1941424,1992262,2218880
88,88,2327082,2356739,2555266
89,89,2180946,2275866,2448422
90,90,2246616,2345067,2543428
91,91,2229241,2309595,2545132
92,92,2316460,2368818,2477371
93,93,2347192,2394187,2494841
94,94,2294180,2401116,2617233
95,95,2603149,2644649,2872293
96,96,2080209,2172119,2341066
97,97,2677764,2794538,2935227
98,98,2507927,2548623,2741644
99,99,2683173,2770418,2996871
100,100,2771520,2835296,3008027
101,101,2446874,2512057,2721580
102,102,2474671,2604722,2836099
103,103,3154623,3180163,3478301
104,104,3181143,3248400,3446761
105,105,2708246,2790469,2945405
106,106,2878301,2957753,3102723
107,107,2876877,2967774,3131759
108,108,2830469,2908715,3026862
109,109,2832654,2933401,3113118
110,110,3153042,3274316,3412945
111,111,3061820,3108533,3356470
112,112,2956704,3023721,3279166
113,113,3060918,3160088,3375476
114,114,3089820,3196704,3329979
115,115,3167416,3285841,3375042
116,116,3293903,3430569,3582783
117,117,2749472,2843725,3084361
118,118,3118844,3226046,3359216
119,119,3303184,3387442,3655029
120,120,3287474,3347625,3594944
121,121,3456435,3605095,3756863
122,122,3554185,3673981,3769870
123,123,3472386,3580961,3707039
124,124,3919128,4036436,4154971
125,125,3774722,3881855,4037050
126,126,3340139,3475417,3661358
127,127,3741693,3806139,3973744
128,128,3812557,3929631,4240401
129,129,3955813,4061531,4260637
130,130,3779128,3866817,4067245
131,131,3737072,3832918,4091240
132,132,4081311,4162290,4504432
133,133,3955900,4047700,4183814
134,134,3808778,3927593,4123820
135,135,4150280,4232245,4525945
136,136,3900618,3950913,4276185
137,137,4257075,4363577,4562336
138,138,3998004,4126813,4369930
139,139,3690672,3771618,3934878
140,140,4204364,4267938,4564045
141,141,4249595,4376403,4594006
142,142,3985240,4120719,4372163
143,143,3843025,3966807,4298723
144,144,4231356,4377674,4542451
145,145,3865434,4056898,4295480
146,146,4548170,4689333,4990140
147,147,4054134,4139448,4428411
148,148,3478410,3630280,3893660
149,149,4403066,4528333,4776320
150,150,4782622,4992479,5250981
151,151,4525218,4661046,4892455
152,152,4200164,4347448,4602082
153,153,4644063,4772139,5050411
154,154,4592207,4824564,5040117
155,155,4602804,4708281,5131526
156,156,4588389,4702192,5013213
157,157,4407606,4541596,4824617
158,158,4516262,4669289,4849318
159,159,4927943,5078070,5232449
160,160,5092230,5229494,5614553
161,161,4785016,4874097,5265972
162,162,4696499,4898287,5190163
163,163,4899978,5067707,5293627
164,164,4871813,5051663,5327974
165,165,5076199,5156047,5567671
166,166,4905842,5098150,5347672
167,167,4917936,5153113,5441426
168,168,4828280,5032136,5279572
169,169,4868821,5001852,5349740
170,170,5125687,5327497,5556781
171,171,4875633,4991552,5292264
172,172,5482685,5647929,5986714
173,173,5299740,5504534,5833031
174,174,5365437,5574601,5899405
175,175,4931315,5059258,5381747
176,176,5760630,5908640,6217229
177,177,5339462,5498771,5928374
178,178,5308954,5517658,5817537
179,179,5605546,5805021,6306072
180,180,5362020,5577238,5868958
181,181,5295946,5474411,5852591
182,182,5590051,5747497,6092313
183,183,5895157,6082734,6383086
184,184,5484887,5675079,5963598
185,185,5536587,5685431,6016518
186,186,5548066,5732152,6110546
187,187,5366125,5504081,5917010
188,188,5965274,6144090,6475909
189,189,5821820,5992319,6412523
190,190,6177356,6369209,6602039
191,191,6236397,6445848,6743929
192,192,5864694,6036510,6420282
193,193,5856920,5980091,6364831
194,194,5803136,5920082,6280053
195,195,6465492,6627837,6995832
196,196,6212737,6395293,6745509
197,197,5799756,6102040,6406347
198,198,5647326,5849751,6224787
199,199,6142225,6319141,6697517
200,200,6267489,6440943,6820823
201,201,6163187,6407160,6747315
202,202,5263727,5390469,5910013
203,203,6338700,6491862,6965876
204,204,6097149,6275561,6712040
205,205,6196608,6344297,6766247
206,206,6209489,6423120,6717719
207,207,6280387,6490170,6862519
208,208,6447345,6662378,7124134
209,209,6641970,6802854,7138165
210,210,6021364,6213905,6586950
211,211,6812766,7064287,7331246
212,212,6933530,7139438,7460750
213,213,6716159,6929397,7315762
214,214,6528418,6786581,7130725
215,215,6468778,6620621,7082443
216,216,6967613,7151842,7581567
217,217,6877162,7155222,7385901
218,218,6789520,7040758,7462560
219,219,6183759,6386993,6768262
220,220,7069880,7265202,7717604
221,221,7496173,7663525,8005709
222,222,6971700,7260699,7548019
223,223,6651157,6956793,7231535
224,224,6861717,7021713,7528316
225,225,7393597,7621213,8096974
226,226,7638654,7837215,8338984
227,227,6981733,7131264,7554330
228,228,7355931,7478791,7892020
229,229,7205523,7461551,7830996
230,230,7778437,8028456,8441599
231,231,7336256,7596075,7988164
232,232,7627339,7811208,8282360
233,233,7369535,7623206,7905679
234,234,7904345,8099649,8517172
235,235,7793633,7987223,8490559
236,236,7816108,8016840,8388188
237,237,7877347,8117467,8491247
238,238,8207255,8411682,8761917
239,239,7313412,7577266,7997640
240,240,8147815,8345336,8694237
241,241,8117716,8351187,8768510
242,242,8354986,8578348,9022613
243,243,8358297,8567628,8987554
244,244,7714227,7914277,8341409
245,245,8340762,8552187,9057137
246,246,7762356,8004991,8466400
247,247,7708838,7931526,8227640
248,248,8159620,8407128,8758653
249,249,8405707,8659840,8973791
250,250,8094730,8387040,8629548
251,251,9075979,9315531,9610134
252,252,8244992,8431311,8872109
253,253,8198480,8434922,8845782
254,254,8681045,8804252,9434538
255,255,8416123,8705251,9014636
256,256,9153468,9414981,9639971
257,257,8251059,8473839,8806138
258,258,8488643,8656460,9108399
259,259,8736872,9038989,9285431
260,260,8468091,8748320,9091338
261,261,9140432,9424894,9780292
262,262,8272840,8526500,8936552
263,263,8447359,8639726,9153847
264,264,8871905,9171362,9464695
265,265,8325480,8599891,9030726
266,266,8669320,8839390,9323284
267,267,9000750,9230232,9751740
268,268,8791797,9001770,9466032
269,269,8702868,8944637,9359410
270,270,8146888,8390248,8758045
271,271,9219498,9524133,9845985
272,272,9249733,9566777,10047482
273,273,9279506,9541936,10018590
274,274,9324468,9582794,10075216
275,275,8804896,9056948,9526334
276,276,8802796,9022157,9529468
277,277,9368193,9542581,10056147
