ID,Size Input,Knuth's BST,Bisection heuristic BST,Perfectly Balanced BST
508,508,156932278,164368623,232194995
509,509,143474252,146296873,210263277
510,510,156801804,163631042,242256215
511,511,156593428,161294677,168870770
512,512,164500211,168833830,175274410
513,513,160881722,163897487,209049810
514,514,143628299,152293482,191719045
515,515,174844501,181477737,238996692
516,516,166517374,175427976,221264679
517,517,174247828,184217087,231688266
518,518,161144242,167683507,215534940
519,519,153462718,160780319,215319782
520,520,170988764,182743909,229932076
521,521,169916991,176725662,231989383
522,522,174526512,183177759,236385872
523,523,154262348,165021757,213495988
524,524,172080344,179234319,235472218
525,525,167555090,172803724,227284334
526,526,162603277,171006575,222196019
527,527,184363395,191539570,250629187
528,528,161964992,168308502,219046532
529,529,164414177,175136430,229829253
530,530,163983396,171683421,222793917
531,531,162045696,173070073,219898875
532,532,169452512,174996441,229741802
533,533,155684498,162109653,212904739
534,534,155779187,160691352,213568225
535,535,174762787,183506577,240112117
536,536,167435284,177092270,233599662
537,537,168472467,176197307,235826187
538,538,169532178,178570601,230649992
539,539,165142977,171770441,229599331
540,540,172038425,181932279,239792949
541,541,168412354,174610639,231709294
542,542,157340452,165813577,218001923
543,543,173299813,180341938,238729885
544,544,165261363,172666591,223435031
545,545,183738144,188293970,257175223
546,546,181085389,186304144,247343471
547,547,169241201,176229254,235437481
548,548,176178263,185212649,243113694
549,549,165522112,174137916,232547430
550,550,165923743,172941058,230716416
551,551,165953078,174923372,233116652
552,552,171569657,175662762,234884072
553,553,167197645,174241064,231176411
554,554,184517828,191356235,253786682
555,555,169971171,177585094,235230079
556,556,176288009,183681917,241327373
557,557,179713379,190645984,248268396
558,558,182781984,193738002,252725403
559,559,165381547,170783692,228904333
560,560,192278161,200286656,262777530
561,561,173882115,184737792,237970198
562,562,182439674,191309194,252525245
563,563,170234866,176981354,238562379
564,564,183185676,191831603,252249031
565,565,186190700,191014655,254784655
566,566,168605116,176813435,232588471
567,567,180897944,188275359,250579015
568,568,180014867,193171942,249091773
569,569,202995216,212149368,276911818
570,570,204932007,211267092,281926447
571,571,177836915,182270328,248402075
572,572,188691560,197876212,261615609
573,573,184481264,192757443,255072856
574,574,202948563,210411222,282015573
575,575,179545782,188046676,243037115
576,576,169342677,176030814,232537524
577,577,191528088,197066885,260528135
578,578,202672006,214323364,279608044
579,579,184296051,188722637,256104328
580,580,175380167,186440380,240442729
581,581,185341035,191640720,258103958
582,582,186583524,194786221,256325821
583,583,182746298,190157184,252843932
584,584,183737450,193860831,255072958
585,585,179034518,185750578,247413514
586,586,177644780,187526841,244285447
587,587,189603123,199006272,261509449
588,588,180204882,187916532,250546387
589,589,189619249,200056973,265599611
590,590,173847885,181608579,239039550
591,591,174395616,183322819,239408101
592,592,180251222,188623150,252253366
593,593,200289511,207570467,277854248
594,594,197023424,205818104,269073293
595,595,209268269,217438184,283658432
596,596,189331766,198178431,261525066
597,597,201746036,208645596,281304144
598,598,195934183,204387886,268182988
599,599,209738707,214910789,287127793
600,600,177964113,186956516,246752565
601,601,193846834,199706717,267766373
602,602,195152842,203198617,270055020
603,603,173404121,182021482,241481576
604,604,201061638,208334881,276496359
605,605,191323245,197109328,263317264
606,606,200088564,207432132,275337069
607,607,203426848,210262524,279558447
608,608,188037389,194942254,258194568
609,609,205678114,216934337,278831570
